032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
201,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,187
186,250,250,250,250,250,250,250,250,250,250,250,250,190,179,250,250,250,250,250,250,250,250,250,250,250,250,189
186,250,218,194,194,191,250,218,194,194,194,191,250,190,179,250,218,194,194,194,191,250,218,194,194,191,250,189
186,254,190,032,032,179,250,190,032,032,032,179,250,190,179,250,190,032,032,032,179,250,190,032,032,179,254,189
186,250,192,196,196,217,250,192,196,196,196,217,250,192,217,250,192,196,196,196,217,250,192,196,196,217,250,189
186,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,189
186,250,218,194,194,191,250,218,191,250,218,194,194,194,194,194,194,191,250,218,191,250,218,194,194,191,250,189
186,250,192,196,196,217,250,190,179,250,192,196,196,200,200,196,196,217,250,190,179,250,192,196,196,217,250,189
186,250,250,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,250,250,189
200,193,193,193,193,187,250,190,200,194,194,191,032,190,179,032,218,194,194,200,179,250,201,193,193,193,193,188
032,032,032,032,032,186,250,190,200,196,196,217,032,192,217,032,192,196,196,200,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,032,032,032,032,167,032,032,032,032,190,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,201,193,193,193,193,193,193,187,032,190,179,250,189,032,032,032,032,032
200,205,205,205,205,188,250,192,217,032,189,032,032,032,032,032,032,186,032,192,217,250,200,205,205,205,205,200
186,032,032,032,032,032,250,032,032,032,189,032,168,032,169,170,032,186,032,032,032,250,032,032,032,032,032,189
200,193,193,193,193,187,250,218,191,032,189,032,032,032,032,032,032,186,032,218,191,250,201,193,193,193,193,200
032,032,032,032,032,186,250,190,179,032,200,205,205,205,205,205,205,188,032,190,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,032,032,032,032,032,032,032,032,032,190,179,250,189,032,032,032,032,032
032,032,032,032,032,186,250,190,179,032,218,194,194,194,194,194,194,191,032,190,179,250,189,032,032,032,032,032
201,205,205,205,205,188,250,192,217,032,192,196,196,200,200,196,196,217,032,192,217,250,200,205,205,205,205,187
186,250,250,250,250,250,250,250,250,250,250,250,250,190,179,250,250,250,250,250,250,250,250,250,250,250,250,189
186,250,218,194,194,191,250,218,194,194,194,191,250,190,179,250,218,194,194,194,191,250,218,194,194,191,250,189
186,250,192,196,200,179,250,192,196,196,196,217,250,192,217,250,192,196,196,196,217,250,190,200,196,217,250,189
186,254,250,250,190,179,250,250,250,250,250,250,250,032,166,250,250,250,250,250,250,250,190,179,250,250,254,189
186,194,191,250,190,179,250,218,191,250,218,194,194,194,194,194,194,191,250,218,191,250,190,179,250,218,194,189
186,196,217,250,192,217,250,190,179,250,192,196,196,200,200,196,196,217,250,190,179,250,192,200,250,192,196,189
186,250,250,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,190,179,250,250,250,250,250,250,189
186,250,218,194,194,194,194,200,200,194,194,191,250,190,179,250,218,194,194,200,200,194,194,194,194,191,250,189
186,250,192,196,196,196,196,196,196,196,196,217,250,192,217,250,192,196,196,196,196,196,196,196,196,217,250,189
186,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,189
200,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,188
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032,032
